,CustomerID,Title,GivenName,MiddleInitial,Surname,CreditCardType,Gender,Age,Location,MotorInsurance,MotorValue,MotorType,HealthInsurance,HealthType,HealthDependentsAdults,HealthDependentsKids,TravelInsurance,TravelType,Prefchannel
223,992,Mr.,Drew,C,Docherty,Visa,male,19,Urban,No,23797.5,NoMotorType,No,NoHealthType,0,0,No,NoTravelType,SMS
225,1003,Mrs.,Kiera,L,Read,AMEX,female,20,Rural,Yes,28514.0,Single,No,NoHealthType,0,0,Yes,Backpacker,Email
226,1019,Mr.,Jamie,H,Wallace,Visa,male,52,Urban,Yes,37169.0,Single,No,NoHealthType,0,0,No,NoTravelType,Phone
227,1028,Mr.,Codey,T,Simpson,Visa,male,50,Rural,Yes,19627.0,Single,Yes,Level2,2,3,No,NoTravelType,Phone
229,1037,Mrs.,Kiera,S,O'Sullivan,AMEX,female,20,Urban,No,23797.5,NoMotorType,No,NoHealthType,0,0,Yes,Backpacker,SMS
230,1042,Ms.,Paige,R,Cox,Visa,female,45,Rural,Yes,11591.0,Single,Yes,Level3,1,3,No,NoTravelType,Phone
231,1046,Ms.,Sienna,Z,Dean,Visa,female,52,Urban,Yes,18380.0,Single,No,NoHealthType,0,0,No,NoTravelType,Phone
232,1070,Mr.,Aryan,F,Hunter,NoCreditCard,male,49,Rural,Yes,10075.0,Single,Yes,Level1,0,3,No,NoTravelType,Phone
234,1082,Mr.,Kobe,L,Thompson,NoCreditCard,male,20,Urban,Yes,30357.0,Bundle,No,NoHealthType,0,0,Yes,Standard,Email
235,1084,Mr.,Luke,L,Spencer,Visa,male,47,Urban,Yes,15005.0,Single,Yes,Level2,1,3,No,NoTravelType,Phone
236,1101,Mr.,Harley,A,Kaur,Visa,male,47,Rural,Yes,10847.0,Single,Yes,Level2,0,3,No,NoTravelType,Phone
237,1106,Mrs.,Brogan,A,Aitken,AMEX,female,48,Rural,Yes,18233.0,Single,Yes,Level1,1,2,No,NoTravelType,Phone
239,1113,Mr.,Ajay,G,McKay,NoCreditCard,male,18,Urban,No,23797.5,NoMotorType,No,NoHealthType,0,0,Yes,Backpacker,Email
241,1126,Ms.,Bailey,D,Gordon,AMEX,female,18,Urban,Yes,5328.0,Bundle,No,NoHealthType,0,0,Yes,Backpacker,SMS
242,1131,Mrs.,Karis,L,Muir,AMEX,female,49,Rural,Yes,18790.0,Single,Yes,Level2,1,3,No,NoTravelType,Phone
243,1134,Mr.,Millar,J,Young,Visa,male,45,Rural,No,23797.5,NoMotorType,Yes,Level2,2,2,No,NoTravelType,Phone
244,1135,Mr.,Dawid,N,Young,AMEX,male,48,Urban,Yes,30025.0,Bundle,Yes,Level2,0,2,No,NoTravelType,Phone
245,1139,Mr.,Ryan,M,Sharpe,NoCreditCard,male,47,Rural,Yes,18455.0,Single,No,NoHealthType,0,0,Yes,Standard,Phone
246,1142,Mrs.,Emily,S,Grant,AMEX,female,41,Urban,Yes,41885.0,Single,No,NoHealthType,0,0,Yes,Business,Email
248,1158,Mrs.,Felicity,E,Martin,AMEX,female,53,Urban,No,23797.5,NoMotorType,Yes,Level2,0,2,No,NoTravelType,Phone
249,1166,Ms.,Georgina,A,Ball,AMEX,female,46,Urban,No,23797.5,NoMotorType,Yes,Level2,0,2,No,NoTravelType,Phone
251,1170,Mr.,Ewan,M,Bond,AMEX,male,52,Urban,No,23797.5,NoMotorType,No,NoHealthType,0,0,No,NoTravelType,Phone
252,1172,Mrs.,Freya,A,Kelly,Visa,female,18,Urban,No,23797.5,NoMotorType,No,NoHealthType,0,0,No,NoTravelType,SMS
253,1189,Mr.,Ramsay,M,Aitken,AMEX,male,44,Urban,Yes,28934.0,Single,Yes,Level2,1,3,No,NoTravelType,Email
254,1203,Mr.,Cian,L,Miller,AMEX,male,45,Rural,Yes,32975.0,Single,Yes,Level2,1,2,Yes,Business,Email
256,1209,Ms.,Zofia,D,Gibson,Visa,female,45,Rural,Yes,11580.0,Bundle,Yes,Level2,2,2,No,NoTravelType,Phone
257,1214,Mr.,Callum,S,Kirby,NoCreditCard,male,53,Rural,Yes,19569.0,Single,Yes,Level2,1,2,No,NoTravelType,Phone
258,1217,Mr.,Charlie,D,Hartley,Visa,male,52,Urban,Yes,33304.0,Single,No,NoHealthType,0,0,Yes,Standard,Phone
259,1225,Ms.,Niamh,J,Bentley,Visa,female,20,Urban,Yes,21541.0,Bundle,No,NoHealthType,0,0,No,NoTravelType,Email
260,1228,Ms.,Sophia,J,Ward,Visa,female,19,Urban,Yes,4606.0,Bundle,No,NoHealthType,0,0,Yes,Backpacker,SMS
261,1237,Mr.,Owen,M,Simpson,AMEX,male,44,Rural,Yes,12583.0,Single,Yes,Level3,2,2,No,NoTravelType,Phone
263,1242,Mr.,Julian,K,McIntyre,Visa,male,45,Urban,Yes,38628.0,Single,Yes,Level2,1,3,Yes,Standard,Email
265,1244,Ms.,Eloise,H,Chandler,NoCreditCard,female,56,Urban,Yes,33142.0,Single,Yes,Level3,0,2,No,NoTravelType,Phone
267,1253,Mrs.,Willow,V,Forbes,NoCreditCard,female,50,Rural,Yes,11874.0,Single,Yes,Level2,2,2,Yes,Business,Phone
268,1259,Ms.,Tilly,E,Hardy,NoCreditCard,female,22,Urban,Yes,4789.0,Bundle,No,NoHealthType,0,0,No,NoTravelType,SMS
269,1265,Mrs.,Emma,E,Bailey,AMEX,female,50,Rural,No,23797.5,NoMotorType,No,NoHealthType,0,0,No,NoTravelType,Phone
270,1274,Ms.,Tia,K,McKay,AMEX,female,22,Urban,Yes,5059.0,Bundle,No,NoHealthType,0,0,Yes,Premium,SMS
271,1291,Ms.,Lauren,D,Muir,Visa,female,21,Urban,Yes,5063.0,Bundle,No,NoHealthType,0,0,Yes,Backpacker,SMS
272,1302,Mr.,Bailey,O,McMillan,Visa,male,20,Urban,Yes,22931.0,Bundle,No,NoHealthType,0,0,Yes,Business,Email
273,1304,Mrs.,Maisie,C,Begum,Visa,female,24,Urban,Yes,22676.0,Bundle,No,NoHealthType,0,0,Yes,Business,Email
277,1315,Mr.,Darren,M,White,NoCreditCard,male,50,Rural,Yes,22913.0,Single,Yes,Level2,1,2,No,NoTravelType,Phone
278,1317,Mrs.,Ella,Z,Cameron,AMEX,female,65,Rural,Yes,27562.0,Bundle,No,NoHealthType,0,0,Yes,Standard,Phone
279,1319,Mr.,Luca,K,Carter,NoCreditCard,male,48,Urban,Yes,31902.0,Single,Yes,Level2,1,3,No,NoTravelType,Phone
280,1321,Dr.,Mirrin,A,Mackay,Visa,female,47,Urban,Yes,33269.0,Single,Yes,Level2,1,2,Yes,Standard,Email
282,1323,Mrs.,Kayley,G,Simpson,Visa,female,45,Rural,Yes,30636.0,Single,Yes,Level3,0,2,Yes,Standard,Email
283,1324,Mr.,Benjamin,C,McIntosh,Visa,male,49,Urban,No,23797.5,NoMotorType,Yes,Level1,2,3,No,NoTravelType,Phone
284,1325,Ms.,Kiera,T,Henry,NoCreditCard,female,46,Rural,No,23797.5,NoMotorType,Yes,Level3,1,2,No,NoTravelType,Phone
285,1331,Mr.,Samuel,M,Briggs,NoCreditCard,male,49,Rural,Yes,17580.0,Single,No,NoHealthType,0,0,No,NoTravelType,Phone
286,1332,Mrs.,Sky,H,Thompson,AMEX,female,51,Rural,No,23797.5,NoMotorType,Yes,Level2,1,2,No,NoTravelType,Phone
287,1342,Mr.,Raymond,C,Murray,Visa,male,47,Urban,Yes,15831.0,Single,No,NoHealthType,0,0,No,NoTravelType,Phone
288,1343,Mr.,Keiren,H,Mackenzie,AMEX,male,47,Urban,Yes,35215.0,Single,No,NoHealthType,0,0,No,NoTravelType,Email
289,1345,Mr.,Zachary,N,Macdonald,AMEX,male,49,Urban,Yes,32237.0,Single,Yes,Level3,1,3,Yes,Standard,Phone
290,1352,Mr.,Farhan,N,Martin,Visa,male,42,Urban,Yes,38704.0,Single,Yes,Level2,1,2,Yes,Premium,Email
291,1360,Mrs.,Leigha,K,Macleod,AMEX,female,49,Rural,Yes,12926.0,Single,Yes,Level2,1,3,No,NoTravelType,Phone
293,1366,Mr.,Spencer,E,Pollard,Visa,male,20,Urban,No,23797.5,NoMotorType,No,NoHealthType,0,0,No,NoTravelType,SMS
294,1369,Mr.,Riley,C,Gibbs,AMEX,male,50,Urban,Yes,13615.0,Single,Yes,Level2,1,2,No,NoTravelType,Phone
295,1376,Mrs.,Abby,C,Wood,NoCreditCard,female,51,Rural,No,23797.5,NoMotorType,Yes,Level1,2,2,No,NoTravelType,Phone
296,1383,Ms.,Ava,T,Savage,NoCreditCard,female,49,Urban,Yes,42767.0,Bundle,Yes,Level2,0,2,Yes,Business,Email
297,1387,Ms.,Ava,L,Coles,NoCreditCard,female,44,Urban,Yes,39767.0,Bundle,Yes,Level1,1,2,Yes,Business,Email
298,1396,Mr.,Louie,E,Hunt,Visa,male,51,Rural,Yes,17422.0,Single,Yes,Level1,1,3,No,NoTravelType,Phone
299,1398,Ms.,Hayden,J,MacDonald,Visa,female,48,Rural,Yes,11498.0,Single,Yes,Level2,0,2,No,NoTravelType,Phone
300,1400,Mr.,Cameron,C,Pratt,AMEX,male,46,Urban,Yes,30826.0,Bundle,No,NoHealthType,0,0,Yes,Business,Email
301,1407,Mrs.,Farrah,R,McGregor,Visa,female,47,Urban,Yes,37294.0,Bundle,Yes,Level2,1,2,Yes,Business,Email
302,1426,Ms.,Murron,N,Dickson,AMEX,female,46,Urban,No,23797.5,NoMotorType,Yes,Level3,2,3,Yes,Business,Email
303,1429,Ms.,Tia,C,Johnston,NoCreditCard,female,21,Urban,Yes,5166.0,Bundle,No,NoHealthType,0,0,Yes,Premium,SMS
304,1430,Mr.,Lucas,E,White,Visa,male,49,Urban,Yes,37216.0,Single,Yes,Level2,1,3,Yes,Business,Email
305,1439,Mr.,Scott,H,Hamilton,Visa,male,24,Urban,Yes,26471.0,Bundle,No,NoHealthType,0,0,Yes,Backpacker,Email
306,1440,Ms.,Eloise,S,Armstrong,AMEX,female,49,Rural,Yes,16633.0,Single,Yes,Level2,2,2,No,NoTravelType,Phone
307,1441,Mr.,Drew,F,Grant,AMEX,male,22,Urban,No,23797.5,NoMotorType,No,NoHealthType,0,0,No,NoTravelType,SMS
308,1449,Mr.,Ali,M,Docherty,NoCreditCard,male,42,Urban,Yes,40644.0,Single,Yes,Level2,1,2,Yes,Business,Email
309,1450,Mr.,Declan,L,Quinn,Visa,male,51,Rural,Yes,20364.0,Single,No,NoHealthType,0,0,Yes,Standard,Phone
310,1453,Ms.,Sienna,M,Cooke,Visa,female,47,Urban,Yes,32005.0,Single,Yes,Level2,1,3,Yes,Business,Email
311,1462,Mr.,Grant,A,McMillan,Visa,male,46,Urban,Yes,32133.0,Single,Yes,Level1,2,3,Yes,Premium,Email
313,1465,Ms.,Juliette,R,Sinclair,AMEX,female,52,Urban,Yes,31301.0,Single,Yes,Level2,0,2,Yes,Standard,Phone
314,1469,Mr.,Billy,I,Clark,AMEX,male,19,Urban,Yes,5004.0,Bundle,No,NoHealthType,0,0,Yes,Backpacker,SMS
316,1474,Mr.,Ben,M,Tomlinson,Visa,male,49,Urban,No,23797.5,NoMotorType,Yes,Level3,1,3,Yes,Business,Phone
317,1476,Mrs.,Alisha,N,Ashton,Visa,female,45,Urban,No,23797.5,NoMotorType,Yes,Level2,1,2,No,NoTravelType,Email
318,1479,Mr.,Finlay,T,Baker,Visa,male,46,Urban,Yes,34871.0,Single,Yes,Level2,0,3,Yes,Premium,Email
320,1490,Mr.,Austin,C,Anderson,NoCreditCard,male,48,Rural,Yes,35930.0,Bundle,Yes,Level1,0,3,Yes,Standard,Email
321,1492,Ms.,Kelsey,E,McLean,AMEX,female,49,Urban,Yes,36301.0,Single,Yes,Level2,2,2,Yes,Business,Email
322,1495,Mr.,William,A,Smith,Visa,male,18,Rural,Yes,25095.0,Bundle,No,NoHealthType,0,0,Yes,Backpacker,Email
323,1497,Mr.,Boyd,A,Young,Visa,male,51,Rural,Yes,36953.0,Single,No,NoHealthType,0,0,Yes,Standard,Phone
324,1506,Ms.,Samantha,M,Osborne,AMEX,female,21,Rural,Yes,22169.0,Bundle,No,NoHealthType,0,0,Yes,Business,Email
325,1517,Ms.,Brooke,J,Brown,AMEX,female,41,Urban,No,23797.5,NoMotorType,Yes,Level3,1,2,No,NoTravelType,Email
326,1518,Mrs.,Isobel,A,Bell,NoCreditCard,female,53,Rural,Yes,17176.0,Single,Yes,Level3,1,3,No,NoTravelType,Phone
328,1523,Ms.,Jodie,R,Stanley,Visa,female,48,Rural,No,23797.5,NoMotorType,Yes,Level2,1,2,No,NoTravelType,Phone
329,1524,Mr.,Toby,K,Bryan,Visa,male,49,Urban,Yes,25412.0,Single,Yes,Level2,1,2,No,NoTravelType,Phone
330,1528,Mrs.,Gabriela,D,Hill,NoCreditCard,female,47,Urban,Yes,34871.0,Single,No,NoHealthType,0,0,No,NoTravelType,Email
332,1539,Mr.,Matthew,E,Archer,Visa,male,45,Urban,Yes,32717.0,Single,No,NoHealthType,0,0,Yes,Standard,Email
333,1541,Mrs.,Beth,X,Watson,Visa,female,45,Urban,Yes,30492.0,Single,No,NoHealthType,0,0,No,NoTravelType,Email
335,1543,Mrs.,Erin,K,Watson,AMEX,female,49,Rural,Yes,10889.0,Single,Yes,Level2,0,2,No,NoTravelType,Phone
337,1554,Mr.,Elliott,N,Aitken,AMEX,male,49,Urban,No,23797.5,NoMotorType,Yes,Level3,1,3,Yes,Business,Phone
338,1557,Mrs.,Alexandra,J,Long,NoCreditCard,female,50,Rural,Yes,16009.0,Single,Yes,Level2,1,2,Yes,Standard,Phone
339,1574,Ms.,Safa,M,Macleod,Visa,female,23,Urban,No,23797.5,NoMotorType,No,NoHealthType,0,0,No,NoTravelType,SMS
340,1575,Ms.,Eve,E,Griffin,Visa,female,18,Urban,Yes,5302.0,Bundle,No,NoHealthType,0,0,Yes,Backpacker,SMS
341,1582,Mr.,Noah,G,McCarthy,AMEX,male,53,Urban,Yes,31734.0,Single,Yes,Level2,1,3,Yes,Standard,Phone
342,1588,Dr.,Leon,K,Knight,NoCreditCard,male,48,Urban,Yes,30341.0,Bundle,Yes,Level2,1,3,No,NoTravelType,Phone
343,1590,Mr.,Miller,H,White,AMEX,male,51,Rural,Yes,37654.0,Single,No,NoHealthType,0,0,Yes,Standard,Phone
344,1594,Mr.,Rudi,A,Ritchie,AMEX,male,52,Rural,Yes,12828.0,Single,Yes,Level2,2,3,Yes,Backpacker,Phone
345,1596,Mr.,Harrison,K,Marshall,AMEX,male,51,Urban,Yes,32043.0,Single,Yes,Level2,0,3,No,NoTravelType,Phone
346,1597,Mrs.,Amie,R,Gibson,Visa,female,19,Urban,Yes,28600.0,Bundle,No,NoHealthType,0,0,Yes,Premium,Email
347,1602,Mrs.,Katie,Z,Stokes,AMEX,female,43,Rural,No,23797.5,NoMotorType,Yes,Level3,0,3,Yes,Standard,Phone
348,1607,Mrs.,Danielle,H,Frost,Visa,female,50,Rural,Yes,18659.0,Single,Yes,Level2,0,2,No,NoTravelType,Phone
349,1614,Mr.,Ruaraidh,E,Docherty,Visa,male,56,Urban,Yes,14398.0,Single,No,NoHealthType,0,0,Yes,Premium,Phone
350,1616,Ms.,Gabriela,G,McIntosh,AMEX,female,46,Rural,No,23797.5,NoMotorType,Yes,Level2,2,2,Yes,Business,Phone
351,1618,Mrs.,Eve,R,Kerr,AMEX,female,51,Rural,Yes,17594.0,Single,Yes,Level3,1,2,No,NoTravelType,Phone
353,1628,Ms.,Cailin,D,Marshall,AMEX,female,49,Rural,Yes,9880.0,Single,Yes,Level1,2,2,No,NoTravelType,Phone
354,1629,Ms.,Summer,K,Williamson,Visa,female,21,Urban,Yes,5144.0,Bundle,No,NoHealthType,0,0,No,NoTravelType,SMS
355,1630,Mr.,Rhys,E,Jones,Visa,male,44,Rural,No,23797.5,NoMotorType,Yes,Level2,1,2,Yes,Business,Phone
356,1632,Mrs.,Paige,H,Austin,AMEX,female,48,Urban,Yes,27337.0,Single,Yes,Level3,0,2,Yes,Premium,Phone
357,1637,Mrs.,Morgan,J,Holland,Visa,female,44,Urban,Yes,28959.0,Single,No,NoHealthType,0,0,No,NoTravelType,Email
358,1638,Ms.,Sinead,P,Thomson,Visa,female,40,Urban,Yes,31110.0,Single,Yes,Level2,1,2,No,NoTravelType,Email
359,1641,Mr.,Bradley,S,Edwards,NoCreditCard,male,54,Rural,Yes,16057.0,Single,Yes,Level2,0,2,No,NoTravelType,Phone
360,1644,Mrs.,Paige,A,Parsons,AMEX,female,47,Urban,Yes,35646.0,Single,Yes,Level2,1,2,No,NoTravelType,Email
361,1645,Ms.,Maisy,K,Taylor,Visa,female,50,Urban,Yes,35207.0,Single,Yes,Level2,1,3,Yes,Business,Email
362,1650,Mr.,Spencer,S,Chamberlain,AMEX,male,47,Urban,Yes,33351.0,Single,Yes,Level2,1,3,Yes,Business,Email
364,1654,Mr.,Mateusz,G,Sutherland,AMEX,male,19,Rural,No,23797.5,NoMotorType,No,NoHealthType,0,0,Yes,Backpacker,Email
365,1668,Mrs.,Zainab,K,Miller,Visa,female,49,Urban,Yes,46999.0,Single,Yes,Level1,1,2,Yes,Standard,Email
366,1682,Mrs.,Alice,E,Howe,AMEX,female,43,Urban,Yes,31689.0,Single,Yes,Level2,2,2,Yes,Standard,Email
367,1685,Mr.,Hamish,C,Kennedy,Visa,male,50,Rural,Yes,17295.0,Single,Yes,Level3,1,3,No,NoTravelType,Phone
368,1686,Ms.,Kiera,J,McKenzie,Visa,female,20,Urban,Yes,5220.0,Bundle,No,NoHealthType,0,0,No,NoTravelType,SMS
369,1687,Mr.,Michael,J,Kaur,AMEX,male,48,Urban,Yes,33746.0,Single,Yes,Level2,0,2,Yes,Standard,Phone
370,1695,Ms.,Sophia,J,Page,Visa,female,20,Urban,No,23797.5,NoMotorType,No,NoHealthType,0,0,Yes,Standard,SMS
372,1699,Ms.,Kiera,A,Duncan,NoCreditCard,female,54,Rural,Yes,13229.0,Bundle,Yes,Level2,2,3,No,NoTravelType,Phone
373,1701,Mr.,Kayden,L,Paterson,AMEX,male,51,Rural,Yes,34282.0,Single,No,NoHealthType,0,0,Yes,Business,Phone
374,1703,Mrs.,Scarlett,L,Ferguson,AMEX,female,47,Rural,Yes,13393.0,Single,Yes,Level2,2,3,No,NoTravelType,Phone
376,1719,Mr.,Harvey,L,Burrows,AMEX,male,52,Rural,Yes,15858.0,Single,Yes,Level2,0,2,Yes,Standard,Phone
377,1728,Mr.,Jacob,T,Kent,Visa,male,22,Rural,Yes,5180.0,Bundle,No,NoHealthType,0,0,Yes,Backpacker,SMS
378,1730,Mrs.,Rachael,T,Watt,AMEX,female,44,Rural,Yes,30058.0,Single,Yes,Level2,1,3,Yes,Standard,Email
380,1736,Ms.,Milly,T,Black,NoCreditCard,female,19,Urban,Yes,23517.0,Bundle,No,NoHealthType,0,0,Yes,Backpacker,Email
381,1745,Mrs.,Eva,R,Bradley,AMEX,female,19,Urban,Yes,4899.0,Bundle,No,NoHealthType,0,0,Yes,Backpacker,SMS
383,1747,Mr.,Conall,M,Graham,AMEX,male,48,Urban,Yes,30486.0,Single,Yes,Level3,1,2,Yes,Business,Phone
384,1748,Mrs.,Naomi,B,Forster,NoCreditCard,female,43,Urban,Yes,8924.0,Single,No,NoHealthType,0,0,No,NoTravelType,Phone
385,1759,Mr.,Kieran,M,Preston,AMEX,male,42,Urban,Yes,33100.0,Single,Yes,Level3,1,2,No,NoTravelType,Email
386,1762,Ms.,Stephanie,E,Jamieson,Visa,female,54,Rural,Yes,30870.0,Single,Yes,Level2,1,2,Yes,Backpacker,Phone
387,1766,Mr.,Riley,L,Bishop,AMEX,male,70,Urban,Yes,30297.0,Single,No,NoHealthType,0,0,Yes,Senior,Phone
389,1770,Mr.,Charlie,T,Hill,NoCreditCard,male,50,Rural,Yes,15668.0,Single,Yes,Level1,1,2,No,NoTravelType,Phone
390,1787,Mr.,Luke,M,Walton,AMEX,male,44,Rural,Yes,13109.0,Single,Yes,Level2,0,2,No,NoTravelType,Phone
391,1793,Mr.,Spencer,P,Rahman,Visa,male,49,Rural,Yes,11721.0,Single,Yes,Level1,2,3,No,NoTravelType,Phone
393,1801,Mr.,Aidan,K,Graham,Visa,male,50,Rural,No,23797.5,NoMotorType,Yes,Level2,0,2,No,NoTravelType,Phone
394,1805,Mrs.,Francesca,B,Pope,Visa,female,55,Urban,Yes,38363.0,Single,Yes,Level2,1,2,Yes,Standard,Phone
396,1812,Mr.,Zach,M,Sinclair,Visa,male,47,Urban,Yes,36384.0,Bundle,No,NoHealthType,0,0,Yes,Premium,Email
397,1814,Mr.,Luka,A,Ritchie,AMEX,male,23,Urban,Yes,25374.0,Bundle,No,NoHealthType,0,0,Yes,Business,Email
398,1818,Ms.,Ruth,J,Johnstone,AMEX,female,43,Rural,Yes,41803.0,Single,No,NoHealthType,0,0,No,NoTravelType,Email
399,1828,Ms.,Elizabeth,H,Owens,AMEX,female,52,Urban,Yes,34455.0,Single,Yes,Level1,0,2,Yes,Business,Phone
400,1844,Dr.,Ellis,A,Moore,Visa,male,18,Urban,Yes,27327.0,Bundle,No,NoHealthType,0,0,Yes,Business,Email
402,1856,Mr.,Reece,C,Barrett,AMEX,male,47,Rural,Yes,17032.0,Single,Yes,Level1,2,2,No,NoTravelType,Phone
403,1862,Mrs.,Tia,E,Peters,AMEX,female,49,Rural,Yes,10064.0,Single,Yes,Level2,1,2,No,NoTravelType,Phone
404,1864,Mr.,Neil,F,Shaw,NoCreditCard,male,50,Urban,Yes,14719.0,Single,No,NoHealthType,0,0,No,NoTravelType,Phone
405,1866,Mrs.,Freya,L,Sanders,AMEX,female,52,Rural,Yes,18018.0,Single,No,NoHealthType,0,0,No,NoTravelType,Phone
406,1884,Mrs.,Maisy,T,Dickson,NoCreditCard,female,50,Rural,No,23797.5,NoMotorType,Yes,Level1,1,2,Yes,Business,Phone
407,1888,Mr.,Spencer,C,Spencer,NoCreditCard,male,47,Urban,Yes,32508.0,Single,Yes,Level2,1,2,Yes,Premium,Email
409,1897,Mrs.,Ellie,K,Graham,Visa,female,49,Urban,No,23797.5,NoMotorType,No,NoHealthType,0,0,Yes,Premium,Phone
410,1898,Ms.,Casey,R,Cunningham,Visa,female,46,Urban,Yes,30931.0,Single,Yes,Level3,1,3,Yes,Business,Email
411,1902,Mrs.,Demi,O,Millar,NoCreditCard,female,50,Urban,Yes,30327.0,Single,Yes,Level2,0,2,Yes,Business,Phone
412,1905,Mr.,Tom,I,Perkins,Visa,male,46,Urban,No,23797.5,NoMotorType,No,NoHealthType,0,0,Yes,Premium,Email
413,1906,Mr.,Elijah,L,Ferguson,NoCreditCard,male,46,Rural,No,23797.5,NoMotorType,Yes,Level3,2,2,Yes,Senior,Phone
414,1919,Mr.,Wiktor,L,Gray,AMEX,male,47,Urban,Yes,38510.0,Single,Yes,Level1,1,2,No,NoTravelType,Email
415,1925,Ms.,Lara,P,Morgan,Visa,female,46,Urban,Yes,27569.0,Bundle,Yes,Level2,1,3,Yes,Premium,Email
416,1927,Ms.,Sky,J,Crawford,AMEX,female,46,Rural,Yes,14405.0,Single,Yes,Level1,2,3,No,NoTravelType,Phone
417,1930,Ms.,Bailey,M,Cunningham,AMEX,female,47,Urban,Yes,38518.0,Single,No,NoHealthType,0,0,Yes,Backpacker,Email
418,1931,Mrs.,Maisie,H,Murphy,NoCreditCard,female,47,Urban,Yes,34634.0,Single,Yes,Level1,2,2,No,NoTravelType,Email
420,1940,Mr.,Casey,K,Reilly,Visa,male,50,Rural,Yes,10277.0,Single,No,NoHealthType,0,0,No,NoTravelType,Phone
421,1949,Mrs.,Maya,N,Lee,Visa,female,23,Urban,Yes,5183.0,Bundle,No,NoHealthType,0,0,Yes,Backpacker,SMS
422,1950,Mr.,Kody,M,Mackenzie,AMEX,male,46,Rural,Yes,13821.0,Single,No,NoHealthType,0,0,No,NoTravelType,Phone
423,1964,Mr.,Louis,A,Wilkinson,Visa,male,54,Urban,Yes,33932.0,Single,Yes,Level1,0,2,Yes,Premium,Phone
424,1966,Mrs.,Abby,R,Heath,Visa,female,51,Urban,No,23797.5,NoMotorType,No,NoHealthType,0,0,Yes,Backpacker,Phone
425,1969,Mr.,Bradley,A,Carroll,Visa,male,44,Urban,Yes,37346.0,Single,Yes,Level1,1,2,No,NoTravelType,Email
426,1975,Mr.,Declan,C,Leonard,AMEX,male,18,Urban,Yes,5023.0,Bundle,No,NoHealthType,0,0,No,NoTravelType,SMS
427,1985,Mr.,Oscar,A,Hanson,Visa,male,48,Urban,Yes,37440.0,Single,No,NoHealthType,0,0,Yes,Business,Email
429,1991,Mrs.,Amber,J,Wood,AMEX,female,22,Urban,Yes,27084.0,Bundle,No,NoHealthType,0,0,Yes,Premium,Email
430,1993,Mrs.,Catherine,H,Ross,AMEX,female,47,Rural,Yes,28640.0,Single,Yes,Level2,1,2,No,NoTravelType,Phone
431,1996,Mr.,Rhys,H,Leonard,AMEX,male,69,Rural,Yes,33066.0,Single,No,NoHealthType,0,0,Yes,Premium,Phone
432,1998,Mr.,Marley,A,McKenzie,Visa,male,19,Urban,Yes,25330.0,Single,No,NoHealthType,0,0,Yes,Business,Email
433,2002,Mr.,Aidan,E,Hunt,AMEX,male,44,Rural,Yes,31078.0,Single,No,NoHealthType,0,0,Yes,Standard,Email
434,2003,Mr.,Joel,L,Webb,NoCreditCard,male,52,Rural,Yes,15409.0,Bundle,No,NoHealthType,0,0,No,NoTravelType,Phone
436,2019,Mr.,Ronnie,K,Hunter,AMEX,male,49,Urban,Yes,14725.0,Single,No,NoHealthType,0,0,No,NoTravelType,Phone
437,2025,Ms.,Holly,A,Tyler,Visa,female,50,Rural,Yes,17153.0,Single,No,NoHealthType,0,0,Yes,Business,Phone
438,2026,Mr.,Alexander,H,Howe,Visa,male,24,Urban,Yes,5252.0,Bundle,No,NoHealthType,0,0,Yes,Premium,SMS
439,2028,Ms.,Charli,F,King,AMEX,female,47,Rural,Yes,11815.0,Single,No,NoHealthType,0,0,Yes,Premium,Phone
441,2031,Mrs.,Sophie,M,Hudson,AMEX,female,48,Urban,Yes,30958.0,Single,Yes,Level2,1,2,Yes,Premium,Phone
442,2034,Mr.,Lachlan,L,Shaw,AMEX,male,46,Urban,Yes,32044.0,Single,No,NoHealthType,0,0,Yes,Premium,Email
443,2037,Ms.,Erin,J,Holden,AMEX,female,46,Urban,Yes,32733.0,Single,Yes,Level3,1,2,No,NoTravelType,Email
444,2055,Mr.,Bruno,K,Fraser,Visa,male,44,Urban,Yes,32687.0,Single,Yes,Level3,0,2,No,NoTravelType,Email
446,2059,Mrs.,Miriam,E,McIntyre,NoCreditCard,female,48,Rural,Yes,32389.0,Bundle,Yes,Level2,1,2,Yes,Business,Phone
447,2065,Ms.,Eloise,S,Naylor,Visa,female,49,Urban,Yes,12435.0,Single,Yes,Level1,1,3,Yes,Business,Phone
448,2070,Ms.,Maya,G,Baldwin,Visa,female,18,Urban,No,23797.5,NoMotorType,No,NoHealthType,0,0,Yes,Premium,SMS
449,2071,Mrs.,Anna,K,Craig,AMEX,female,18,Urban,Yes,5130.0,Bundle,No,NoHealthType,0,0,No,NoTravelType,SMS
451,2079,Mr.,Muhammad,C,Berry,Visa,male,49,Rural,Yes,15945.0,Single,Yes,Level2,1,2,Yes,Standard,Phone
453,2094,Mrs.,Chelsea,T,Akhtar,Visa,female,53,Urban,Yes,15716.0,Single,No,NoHealthType,0,0,No,NoTravelType,Phone
454,2106,Mrs.,Kerris,H,Grant,AMEX,female,45,Urban,Yes,28405.0,Single,Yes,Level1,1,2,Yes,Business,Email
455,2115,Mr.,Craig,R,Murray,Visa,male,47,Urban,No,23797.5,NoMotorType,No,NoHealthType,0,0,No,NoTravelType,Phone
